doc_id,category,source_doc,source_file,edition,kind,section,article_no,article_title,part,parts,page_start,page_end,evidence_type,status,content_hash,content
RULE_COMMON_BR_2.03,RULE,BASEBALL_RULES,2026_KBO야구규칙.pdf,2026,ARTICLE,2.00 경 기 장,2.03,"각 루(1, 2, 3루)",1,1,28,29,OFFICIAL,CONFIRMED,403608d82545a624,"[공식야구규칙 2026] 2.00 경 기 장 > 2.03 각 루(1, 2, 3루)
각 루(1, 2, 3루)는 흰색 캔버스 백 또는 고무백으로 표시하고 <그림 2>와 같이 땅에 올바르게 고정시킨다. 1루와 3루의 백은 완전히 내야 안쪽으로 들어가도록 설치하고, 2루의 백은 2루 교차점에 중심이 놓이도록 설치한다. 백은 속에 부드러운 재료를 넣어서 만들고 크기는 사방 15인치(38.1cm), 두께는 3인치(7.6cm)~5인치(12.7cm)이다. 단, KBO에서는 사방 18인치(45.72cm) 크기의 베이스를 사용한다."
RULE_COMMON_BR_2.04,RULE,BASEBALL_RULES,2026_KBO야구규칙.pdf,2026,ARTICLE,2.00 경 기 장,2.04,투수판,1,1,29,29,OFFICIAL,CONFIRMED,df714547d8d217de,"[공식야구규칙 2026] 2.00 경 기 장 > 2.04 투수판
투수판은 가로 24인치(61cm), 세로 6인치(15.2cm)의 직사각형 흰색 고무 평판으로 만든다. 투수판은 <그림 1·2>에 표시한 지점에 고정시켜 그 앞쪽 중앙부터 본루의 5각형 뒤꼭짓점까지의 거리가 60피트 6인치(18.44m)가 되게 한다."
RULE_COMMON_BR_2.05,RULE,BASEBALL_RULES,2026_KBO야구규칙.pdf,2026,ARTICLE,2.00 경 기 장,2.05,벤치,1,1,29,29,OFFICIAL,CONFIRMED,54ccb754a4599df6,"[공식야구규칙 2026] 2.00 경 기 장 > 2.05 벤치
홈구단은 각 베이스 라인부터 25피트(7.62m) 이상 떨어진 곳에 홈구단 및 원정구단용으로 선수용 벤치를 설치하여야 하며, 이 벤치는 양 옆과 뒤쪽을 막고 지붕을 씌워야 한다."
RULE_COMMON_BR_3.01,RULE,BASEBALL_RULES,2026_KBO야구규칙.pdf,2026,ARTICLE,3.00 용구 및 유니폼,3.01,공,1,1,30,30,OFFICIAL,CONFIRMED,e695f54819868c85,"[공식야구규칙 2026] 3.00 용구 및 유니폼 > 3.01 공
공은 코르크, 고무 또는 이와 비슷한 재료로 만든 작은 심에 실을 감고, 흰색의 말가죽 또는 쇠가죽 두 쪽으로 이를 싸서 단단하게 만든다. 중량은 5~5¼온스(141.77~148.8g), 둘레는 9~9¼인치(22.9~23.5cm) 로 한다.
[주] [아마추어 야구] 연식야구공 속 재질은 폴리우레탄 폼으로 하고 겉면은 천연 말가죽 또는 쇠가죽 두 쪽으로 되어 있으며, 빨간색 실로 감싼 소프트한 공으로 한다. 중량과 둘레는 한국연식야구연맹 기준에 의한다.
선수는 흙, 로진, 파라핀, 감초, 사포, 금강사포 등 이물질로 일부러 공을 변색시키거나 흠집을 내서는 안 된다.
[벌칙] 심판원은 그 공을 회수하고 반칙행위자를 퇴장시켜야 한다. 반칙행위자는 10경기 출전정지가 된다. 투수가 공을 훼손하는 경우에는 6.02⒞⑵~⑹을 참고한다.
[부기1] 공이 경기 중 부분적으로 떨어져 나갔을 경우 그 플레이가 끝날 때까지 볼 인 플레이 상태는 계속된다.
[부기2] KBO에서는 로진 백은 KBO 또는 미국 MLB, 일본 NPB에서 승인한 제품에 한하여 사용이 가능하며, 각 구단은 경기에서 사용할 로진 백을 경기개시 1시간 전까지 심판원에게 제출하여 사용 가능 여부를 확인받아야 한다."
RULE_COMMON_BR_3.02_p1,RULE,BASEBALL_RULES,2026_KBO야구규칙.pdf,2026,ARTICLE,3.00 용구 및 유니폼,3.02,배트,1,2,30,32,OFFICIAL,CONFIRMED,be82b9cbd7dbd2e2,"[공식야구규칙 2026] 3.00 용구 및 유니폼 > 3.02 배트 (1/2)
⒜배트는 겉면이 고른 둥근 나무로 만들어야 하며 굵기는 가장 굵은 부분의 지름이 2.61인치(6.6cm) 이하, 길이는 42인치(106.7cm) 이하이어야 한다.
배트는 하나의 목재로 만들어져야 한다.
[부기] 접착배트 또는 시험제작 중인 배트는 제조업자가 그 제조 의도와 방법에 대해 규칙위원회의 승인을 얻을 때까지 KBO(공식경기는 물론 비공식경기까지 포함)에서는 사용할 수 없다.
⒝커프트 배트(cupped bat·끝부분을 움푹하게 도려낸 배트) 배트의 끝부분을 도려낼 때는 깊이는 1¼인치(3.2cm) 이하, 지름은 1~2인치(2.5~5.1cm) 이내로 해야 하며, 움푹하게 파낸 단면은 둥글어야 한다. 또 이때 다른 물질을 붙여 둥글게 해서는 안 되며, 배트의 소재를 도려내는 것으로 그쳐야 한다.
⒞배트의 손잡이 부분(끝에서 18인치(45.7cm)까지)에는 단단히 잡는 데 도움이 되도록 어떠한 물질을 붙이거나 어떤 물질로 처리하는 것은 허용된다. 그러나 그 범위가 18인치(45.7cm)를 넘어선 배트는 경기용으로 사용할 수 없다.
[부기] 심판원은 타자가 사용한 배트(공인)가 이 규정에 어긋났다는 사실을 타격 중 또는 타격 종료 후에 발견하더라도 타자에게 아웃을 선고하거나 타자를 경기에서 제외하는 이유로 삼아서는 안 된다.
[원주] 파인타르가 18인치(45.7cm) 제한을 초과한 경우 심판원은 자체적인 판단 또는 상대팀 어필에 따라 타자에게 다른 배트를 사용하도록 명해야 한다. 이후 타자는 제한을 초과한 파인타르가 완전히 제거된 경우 해당 배트를 재사용 할 수 있다. 3.02⒞를 위반한 배트의 사용을 심판원이 별도로 지적하지 않을 경우 해당 배트로 인한 행위 또는 후속 플레이를 무효화할 수 없으며 어떠한 어필도 허용되지 않는다."
RULE_COMMON_BR_3.02_p2,RULE,BASEBALL_RULES,2026_KBO야구규칙.pdf,2026,ARTICLE,3.00 용구 및 유니폼,3.02,배트,2,2,30,32,OFFICIAL,CONFIRMED,c06994f0c7e19a29,"[공식야구규칙 2026] 3.00 용구 및 유니폼 > 3.02 배트 (2/2)
⒟KBO에서는 규칙위원회의 허가 없이 유색배트를 사용할 수 없다.
[주1] KBO에서는 유색배트에 대해 별도의 규정(빨간색과 구분되는 갈색, 짙은 회색, 검은색)을 따르며 금속제 배트, 나무의 접합배트, 대나무의 접합배트는 총재의 허가가 있을 때까지 사용할 수 없다.
아마추어 야구에서는 협회가 공인하면 금속제 배트, 나무로 된 접합배트, 대나무로 된 접합배트를 사용할 수 있다.
[주2] 배트를 굽거나 태워 배트 표면에 그을림 효과를 내는 것은 나무 고유의 색상인 배트에 한해서만 허용되며 그을림 효과를 사용한 후에도 나무의 결이 보여야 한다. 도색이 되어있는 배트 표면에는 그을림 효과를 낼 수 없다. 그을림 효과를 사용할 경우 배트 전체에 균일한 형태이거나 배트 손잡이 끝부분부터 45.7cm까지 되는 경계선을 넘어선 윗부분에 한해서만 허용되며 이 배트는 2가지색(투톤) 배트로 간주되어 이에 대한 규정을 준수해야 한다.
또한 배트의 형태를 변형하거나 반발력에 영향을 미치는 효과를 가하는 행위는 금지된다.
[주3] 선수는 배트에 허용되는 색상, 그을림 효과 등 제조 기준 규정 위반이 의심되는 경우 경기시작 2시간 전까지 경기 심판진에게 해당 배트 사용 가능 여부를 확인받아야 한다. 규칙 또는 배트 공인규정을 위반한 배트의 사용을 시도하거나 사용 사실이 발견된 경우 공식야구규칙 6.03(a)(5) 및 배트 공인규정 제10조 2항에 의거해 이를 규칙 및 규정 위반으로 간주하고 선수와 공인 신청업체는 각각 제재를 받을 수 있다."
RULE_COMMON_BR_3.03,RULE,BASEBALL_RULES,2026_KBO야구규칙.pdf,2026,ARTICLE,3.00 용구 및 유니폼,3.03,유니폼(경기복),1,1,32,33,OFFICIAL,CONFIRMED,1f4d0f77c7bcdb46,"[공식야구규칙 2026] 3.00 용구 및 유니폼 > 3.03 유니폼(경기복)
⒜⑴ 한 팀의 모든 선수는 같은 색깔, 형태, 디자인의 유니폼을 입어야 한다. 그리고 모든 선수의 유니폼에는 6인치(15cm) 크기 이상의 등번호를 붙여야 한다.
⑵ 한 팀의 모든 선수는 동일한 색상의 언더셔츠를 착용해야 한다.
암슬리브(팔토시)를 착용할 경우 반드시 언더셔츠와 동일한 색상에 한한다. 투수 이외의 각 선수는 언더셔츠와 암슬리브(팔토시)의 소매에 번호, 문자, 기장 등을 표시할 수 있다(상표표시 및 광고 제외).
⑶ 자기 팀과 다른 유니폼을 입은 선수는 경기에 나올 수 없다.
⒝유니폼에 관한 규정
⑴ 각 팀은 항상 고유의 유니폼을 입어야 한다.
⑵ 각 팀은 홈 경기용으로 흰색 또는 유색, 원정 경기용으로 유색 유니폼을 별도로 준비하여야 한다.
⒞⑴ 각 선수의 유니폼 소매길이는 개개인마다 달라도 괜찮으나 각자의 양쪽 소매길이는 거의 같아야 한다. 선수는 너덜너덜하거나 찢어진 유니폼과 언더셔츠를 착용해서는 안 된다. 투수는 하얀색, 회색 또는 심판원이 판단하기에 어떤 형태로든 방해가 될 수 있는 색상의 소매가 있는 언더셔츠를 착용해서는 안 된다.
⑵ 각 선수는 소매가 지나치게 헐었거나 찢어진 유니폼 및 언더셔츠를 입어서는 안 된다.
⒟각 선수는 유니폼과 다른 색깔을 띤 테이프나 이물질을 유니폼에 붙여서는 안 된다.
⒠유니폼의 어떤 부분에도 야구공을 모방하거나 연상시키는 모양이 있어서는 안 된다.
⒡유리 단추나 번쩍거리는 금속을 유니폼에 달아서는 안 된다.
⒢스파이크 코와 뒤꿈치에는 흔히 쓰이고 있는 스파이크 보호대 이외의 것을 붙여서는 안 된다. 골프화 또는 육상경기용 스파이크처럼 뾰족한 징이 달린 스파이크는 신을 수 없다.
⒣유니폼의 어떤 부분에도 상업광고에 관련된 휘장이나 도안물을 붙여서는 안 된다. 단, 유니폼의 상의 소매 양쪽에 한해 60㎠ 이내의 광고를 허용한다.
⒤리그는 소속한 팀의 유니폼 등에 선수의 이름을 붙이도록 규정할 수 있다. 본명이 아닌 별명을 쓰려면 총재의 승인을 받아야 한다.
이름을 붙이기로 확정하면 팀 전원이 예외 없이 유니폼에 붙여야 한다.
[주1] 선수는 유니폼 이외의 옷을 입고 경기할 수 없다. 단, 베이스 코치나 주자로 나간 투수는 별도의 옷을 입을 수 있다.
[주2] 주루 장갑은 길이 30cm, 너비 13cm 이내이어야 하며, 반드시 밴드 등으로 고정하여 착용 후 손에서 빠지지 않도록 끝까지 착용하여야 한다. 크기 규정을 위반하거나 플레이 중 장갑이 손에서 빠져 명백하게 플레이에 영향을 주었다고 심판원이 판단하였을 경우 제재금 200만원을 부과한다."
RULE_COMMON_BR_3.04,RULE,BASEBALL_RULES,2026_KBO야구규칙.pdf,2026,ARTICLE,3.00 용구 및 유니폼,3.04,포수 미트,1,1,34,34,OFFICIAL,CONFIRMED,cf31fe99eb9d1e10,"[공식야구규칙 2026] 3.00 용구 및 유니폼 > 3.04 포수 미트
포수의 미트는 중량 제한이 없다.
크기는 조여 매는 끈과 부속물을 포함해서 바깥둘레가 38인치(96.5cm) 이내, 미트의 위아래 길이는 15.5인치(39.4cm) 이내이어야 한다. 미트의 엄지와 검지 사이의 공간은 위쪽이 6인치(15.2cm) 이내, 아래쪽이 4인치(10.2cm) 이내이어야 한다. 엄지와 검지 사이의 웹은 위쪽이 7인치(17.8cm) 이내, 아래쪽이 6인치(15.2cm) 이내이어야 한다.
웹은 가죽 또는 가죽끈으로 엮은 것이든 상관이 없고 손바닥 부분으로 이어지도록 가죽끈으로 미트에 잡아매도 좋으나 앞서의 치수를 넘어서는 안 된다."
RULE_COMMON_BR_3.05,RULE,BASEBALL_RULES,2026_KBO야구규칙.pdf,2026,ARTICLE,3.00 용구 및 유니폼,3.05,1루수 글러브,1,1,34,34,OFFICIAL,CONFIRMED,4724c4924328c782,"[공식야구규칙 2026] 3.00 용구 및 유니폼 > 3.05 1루수 글러브
1루수가 사용하는 글러브 또는 미트는 중량 제한이 없다. 미트의 크기는 위에서 아래까지 13인치(33cm) 이내, 엄지의 V자 부분부터 미트의 외면 끝까지가 8인치(20.3cm) 이내이어야 한다.
엄지와 검지 사이의 공간은 위쪽이 4인치(10.2cm) 이내, 아래쪽이 3.5인치(8.9cm) 이내이어야 한다. 이 공간은 엄격히 고정되어 있으므로 어떤 방법을 동원하거나 물체를 이용하여 넓어지거나 깊어지게 해서는 안 된다. 엄지와 검지 사이의 올가미는 맨 위에서부터 맨 밑까지의 길이가 5인치(12.7cm) 이내이어야 한다.
웹은 가죽 또는 가죽끈으로 엮은 것이든 상관이 없고 손바닥 부분으로 이어지도록 가죽끈으로 미트에 잡아매도 좋으나 앞서의 치수를 넘어서는 안 된다.
그리고 웹은 끈을 꼬거나 끈에 가죽 이외의 것을 감거나 하여 그물과 같은 형태가 되도록 만들어서는 안 된다."
RULE_COMMON_BR_3.06,RULE,BASEBALL_RULES,2026_KBO야구규칙.pdf,2026,ARTICLE,3.00 용구 및 유니폼,3.06,야수 글러브,1,1,34,35,OFFICIAL,CONFIRMED,23c95096f693f915,"[공식야구규칙 2026] 3.00 용구 및 유니폼 > 3.06 야수 글러브
야수의 가죽 글러브는 중량 제한이 없다. 글러브의 치수를 잴 때는 계측기나 줄자를 글러브의 앞쪽 또는 공을 잡는 쪽에 접촉시켜 표면을 따라가며 잰다.
길이는 네 손가락의 어느 끝에서부터이든 상관없이 공을 잡는 포켓 부분을 지나 글러브의 하단까지 13인치(33cm) 이내이어야 한다. 손바닥의 넓이는 검지의 하단 안쪽에서부터 각 손가락을 지나 새끼손가락 바깥 끝까지 7¾인치(19.7cm) 이내이어야 한다. 엄지와 검지 사이 V자형 부분(크로치 crotch)에는 가죽 웹 또는 평면 가죽제품을 부착해도 된다. 웹은 크로치를 꽉 메울 수 있도록 두 겹의 보통 가죽으로 만들거나, 터널형 또는 직사각형의 가죽을 연결하여 만들거나 가죽끈을 엮은 것으로 만들어도 괜찮다. 그러나 그물과 같은 형태가 되도록 가죽이 아닌 것을 감든지 가죽이 아닌 것으로 싸서는 안 된다.
웹이 크로치를 빈틈없이 메웠을 때 웹에 유연성이 있도록 조치해도 괜찮으나 여러 개의 부품을 이어서 웹을 만들 때는 그것을 빈틈없이 서로 붙여서 만들어야 한다. 그러나 부품을 활 모양으로 구부려서 웅덩이를 크게 해서는 안 된다.
웹은 크로치의 크기를 언제나 제어할 수 있도록 만들어야 한다.
크로치의 크기는 맨 위쪽의 길이가 4.5인치(11.4cm) 이내, 깊이가 5¾인치(14.6cm) 이내, 그리고 맨 아래쪽 길이는 3.5인치(8.9cm) 이내이어야 한다.
웹은 크로치의 상하좌우 어느 부분에서도 빈틈없이 꽉 메워져 있어야 한다. 가죽끈으로 묶어서 만들어진 것은 분명히 연결하고, 늘어지거나 풀어질 때는 정상적인 상태로 고쳐야 된다."
RULE_COMMON_BR_3.07,RULE,BASEBALL_RULES,2026_KBO야구규칙.pdf,2026,ARTICLE,3.00 용구 및 유니폼,3.07,투수 글러브,1,1,35,36,OFFICIAL,CONFIRMED,e0fa0e87b2f564a1,"[공식야구규칙 2026] 3.00 용구 및 유니폼 > 3.07 투수 글러브
⒜투수용 글러브는 가죽의 가장자리를 제외한 모든 부분에 흰색, 회색 또는 심판원이 타자의 집중을 저해한다고 판단하는 색상을 사용할 수 없다. 모든 야수는 PANTONEⓇ 색상 기준 14시리즈보다 밝은 색상의 글러브를 사용할 수 없다.
⒝투수는 글러브와 다른 색깔을 띤 이물질을 글러브에 붙여서는 안 된다.
⒞주심은 자체적인 판단이나 다른 심판원의 의견 또는 상대팀 감독의 어필을 근거로 3.07⒜ 또는 ⒝를 위반하는 글러브의 사용을 금지할 수 있다."
RULE_COMMON_BR_3.08,RULE,BASEBALL_RULES,2026_KBO야구규칙.pdf,2026,ARTICLE,3.00 용구 및 유니폼,3.08,안전모(헬멧),1,1,36,36,OFFICIAL,CONFIRMED,da716a3072e077b8,"[공식야구규칙 2026] 3.00 용구 및 유니폼 > 3.08 안전모(헬멧)
KBO는 안전모(헬멧) 사용에 다음과 같은 규칙을 적용한다.
⒜선수는 타격 및 주루 중 반드시 보호용 안전모를 써야 한다.
⒝KBO에 속한 모든 선수는 한쪽 귀 덮개가 달린 안전모(선수의 의향에 따라 양쪽 귀 덮개가 달린 것)를 착용해야 한다.
⒞포수가 수비하고 있을 동안에는 포수용 안전모 및 얼굴 마스크를 착용해야 한다.
⒟배트 보이, 볼 보이 또는 배트 걸, 볼 걸은 직무를 수행하는 동안 양쪽 귀 덮개가 달린 안전모를 착용하는 것이 바람직하다.
⒠베이스 코치는 직무 수행 중에 안전모를 착용해야 한다.
[부기] 심판원은 각 항에 대하여 규칙 위반을 인정하였을 때 이것을 고치도록 명하여야 한다. 심판원의 판단상 적당한 시간이 지났음에도 불구하고 고쳐지지 않을 경우 위반자를 경기에서 퇴장시킬 수 있다."
